date;heure;PM25;PM10;O3;NO2;CO
13/01/2016;2;3;11;61;11;200
13/01/2016;3;4;14;63;9;200
13/01/2016;4;6;15;56;13;200
13/01/2016;5;5;15;53;17;200
13/01/2016;6;5;16;37;36;200
13/01/2016;7;4;16;21;53;200
13/01/2016;8;7;18;6;71;300
13/01/2016;9;8;21;8;71;400
13/01/2016;10;7;22;17;60;300
13/01/2016;11;7;22;22;54;300
13/01/2016;12;8;22;23;53;300
13/01/2016;13;10;25;28;48;300
13/01/2016;14;9;26;25;50;300
13/01/2016;15;7;22;24;51;300
13/01/2016;16;6;21;24;53;300
13/01/2016;17;7;19;11;67;400
13/01/2016;18;9;21;7;63;400
13/01/2016;19;11;24;4;66;500
13/01/2016;20;12;26;4;66;500
13/01/2016;21;15;26;4;66;500
13/01/2016;22;17;31;5;64;500
13/01/2016;23;17;29;6;60;400
13/01/2016;24;15;28;11;49;400
14/01/2016;1;13;23;20;32;400
14/01/2016;2;10;21;23;29;300
14/01/2016;3;9;16;24;27;300
14/01/2016;4;7;15;24;29;300
14/01/2016;5;6;15;28;26;300
14/01/2016;6;6;13;18;39;300
14/01/2016;7;7;13;7;54;300
14/01/2016;8;7;14;6;55;400
14/01/2016;9;8;16;6;56;400
14/01/2016;10;8;17;9;59;300
14/01/2016;11;8;16;21;65;300
14/01/2016;12;7;14;35;52;300
14/01/2016;13;7;14;49;33;200
14/01/2016;14;6;15;49;32;200
14/01/2016;15;4;13;48;37;200
14/01/2016;16;6;10;29;61;300
14/01/2016;17;5;10;32;53;200
14/01/2016;18;4;8;31;52;300
14/01/2016;19;6;10;35;46;300
14/01/2016;20;6;11;32;47;300
14/01/2016;21;8;11;33;42;300
14/01/2016;22;8;13;33;37;200
14/01/2016;23;7;14;38;35;200
14/01/2016;24;6;13;47;27;200
15/01/2016;1;5;7;53;20;200
15/01/2016;2;4;11;54;18;200
15/01/2016;3;5;11;51;19;200
15/01/2016;4;5;10;53;17;200
15/01/2016;5;2;11;46;22;200
15/01/2016;6;2;11;34;35;200
15/01/2016;7;2;10;26;47;200
15/01/2016;8;3;11;17;65;300
15/01/2016;9;4;10;21;60;300
15/01/2016;10;6;8;25;56;n/d
15/01/2016;11;7;11;29;49;300
15/01/2016;12;7;14;36;43;300
15/01/2016;13;7;15;48;31;200
15/01/2016;14;7;16;50;28;200
15/01/2016;15;6;15;48;29;200
15/01/2016;16;5;13;44;34;200
15/01/2016;17;4;11;37;40;200
15/01/2016;18;5;11;24;53;300
15/01/2016;19;7;14;22;54;300
15/01/2016;20;9;17;20;57;300
15/01/2016;21;11;19;20;55;300
15/01/2016;22;15;22;19;54;300
15/01/2016;23;15;21;24;47;300
15/01/2016;24;11;20;26;40;300
16/01/2016;1;9;18;28;38;300
16/01/2016;2;9;17;29;37;300
16/01/2016;3;7;17;35;32;200
16/01/2016;4;8;15;30;37;200
16/01/2016;5;7;14;19;48;300
16/01/2016;6;8;15;17;51;300
16/01/2016;7;8;16;12;56;300
16/01/2016;8;8;16;9;59;300
16/01/2016;9;9;16;8;61;400
16/01/2016;10;9;17;18;53;300
16/01/2016;11;11;20;27;43;300
16/01/2016;12;12;20;29;43;300
16/01/2016;13;12;24;34;36;300
16/01/2016;14;14;27;38;34;300
16/01/2016;15;13;28;45;30;300
16/01/2016;16;10;30;41;34;300
16/01/2016;17;12;29;31;46;300
16/01/2016;18;11;28;28;53;300
16/01/2016;19;14;29;19;62;400
16/01/2016;20;16;33;19;63;400
16/01/2016;21;18;36;12;73;500
16/01/2016;22;22;41;7;77;500
16/01/2016;23;25;43;9;71;400
16/01/2016;24;20;42;15;60;400
17/01/2016;1;17;38;14;62;300
17/01/2016;2;14;34;19;53;300
17/01/2016;3;14;32;23;45;300
17/01/2016;4;14;30;28;37;300
17/01/2016;5;16;28;28;35;300
17/01/2016;6;16;30;26;36;300
17/01/2016;7;14;28;29;36;200
17/01/2016;8;13;23;16;50;300
17/01/2016;9;15;25;14;52;300
17/01/2016;10;15;26;23;50;300
17/01/2016;11;12;28;36;42;200
17/01/2016;12;9;21;39;38;200
17/01/2016;13;10;20;33;47;300
17/01/2016;14;10;23;45;37;300
17/01/2016;15;11;22;29;51;300
17/01/2016;16;14;31;24;54;400
17/01/2016;17;16;33;29;45;300
17/01/2016;18;15;30;30;44;300
17/01/2016;19;18;36;23;47;300
17/01/2016;20;26;41;24;41;400
17/01/2016;21;24;36;14;50;400
17/01/2016;22;21;31;24;43;300
17/01/2016;23;20;32;30;32;300
17/01/2016;24;17;28;35;28;300
18/01/2016;1;16;24;37;27;200
18/01/2016;2;15;22;34;28;200
18/01/2016;3;12;19;41;22;200
18/01/2016;4;11;14;40;22;200
18/01/2016;5;10;n/d;34;29;200
18/01/2016;6;8;n/d;32;33;200
18/01/2016;7;7;n/d;17;54;300
18/01/2016;8;12;n/d;22;49;300
18/01/2016;9;13;n/d;24;47;300
18/01/2016;10;12;n/d;26;42;300
18/01/2016;11;12;n/d;30;38;300
18/01/2016;12;12;n/d;32;35;300
18/01/2016;13;12;n/d;35;33;300
18/01/2016;14;12;19;38;29;300
18/01/2016;15;11;19;34;33;300
18/01/2016;16;10;18;26;41;300
18/01/2016;17;11;18;27;40;300
18/01/2016;18;11;17;21;47;300
18/01/2016;19;12;17;17;51;400
18/01/2016;20;16;23;14;52;400
18/01/2016;21;19;26;16;45;400
18/01/2016;22;20;27;13;46;400
18/01/2016;23;21;27;11;45;400
18/01/2016;24;21;28;8;48;500
19/01/2016;1;21;28;11;41;400
19/01/2016;2;21;26;10;39;400
19/01/2016;3;22;26;4;44;400
19/01/2016;4;23;26;4;45;300
19/01/2016;5;22;27;3;44;300
19/01/2016;6;22;29;3;44;300
19/01/2016;7;24;30;3;51;300
19/01/2016;8;24;34;4;63;500
19/01/2016;9;29;44;4;63;500
19/01/2016;10;30;45;4;63;500
19/01/2016;11;34;53;5;61;500
19/01/2016;12;36;53;6;57;500
19/01/2016;13;41;54;7;58;400
19/01/2016;14;40;56;7;57;400
19/01/2016;15;35;49;9;56;400
19/01/2016;16;27;39;7;64;300
19/01/2016;17;24;38;4;66;400
19/01/2016;18;25;35;4;67;400
19/01/2016;19;30;40;4;66;500
19/01/2016;20;34;44;4;64;500
19/01/2016;21;30;42;5;59;400
19/01/2016;22;33;42;4;59;500
19/01/2016;23;36;43;5;63;500
19/01/2016;24;37;45;4;55;400
20/01/2016;1;38;47;4;58;600
20/01/2016;2;36;44;4;58;500
20/01/2016;3;40;48;5;55;600
20/01/2016;4;45;53;4;46;500
20/01/2016;5;43;51;4;43;600
20/01/2016;6;44;52;4;39;500
20/01/2016;7;40;47;3;45;400
20/01/2016;8;33;42;3;55;400
20/01/2016;9;33;42;5;58;500
20/01/2016;10;36;47;7;56;500
20/01/2016;11;38;50;8;58;500
20/01/2016;12;42;58;10;61;500
20/01/2016;13;45;65;10;55;500
20/01/2016;14;47;65;10;59;500
20/01/2016;15;50;67;8;64;600
20/01/2016;16;48;65;7;67;600
20/01/2016;17;48;67;5;69;600
20/01/2016;18;45;62;4;70;600
20/01/2016;19;44;61;5;74;700
20/01/2016;20;51;68;6;69;700
20/01/2016;21;62;78;5;58;600
20/01/2016;22;56;68;4;56;600
20/01/2016;23;47;60;5;53;500
20/01/2016;24;47;59;6;50;500
21/01/2016;1;48;57;5;49;600
21/01/2016;2;44;51;4;47;500
21/01/2016;3;42;48;4;47;500
21/01/2016;4;47;53;6;47;600
21/01/2016;5;54;64;4;44;600
21/01/2016;6;39;46;3;46;400
21/01/2016;7;26;32;3;52;400
21/01/2016;8;26;34;3;57;500
21/01/2016;9;31;44;4;59;500
21/01/2016;10;37;54;5;62;500
21/01/2016;11;37;50;10;56;500
21/01/2016;12;40;52;11;60;500
21/01/2016;13;47;62;11;63;500
21/01/2016;14;46;61;13;61;500
21/01/2016;15;36;48;13;65;500
21/01/2016;16;35;49;19;60;400
21/01/2016;17;30;40;14;67;400
21/01/2016;18;24;32;6;82;500
21/01/2016;19;22;34;6;82;600
21/01/2016;20;27;38;5;79;600
21/01/2016;21;34;45;5;73;600
21/01/2016;22;39;53;4;66;500
21/01/2016;23;43;53;4;59;600
21/01/2016;24;45;56;5;54;500
22/01/2016;1;40;47;4;54;500
22/01/2016;2;36;45;4;55;500
22/01/2016;3;30;39;12;46;300
22/01/2016;4;21;29;14;45;300
22/01/2016;5;19;26;9;51;300
22/01/2016;6;19;26;3;59;300
22/01/2016;7;20;27;4;57;400
22/01/2016;8;19;31;4;60;400
22/01/2016;9;25;37;4;55;500
22/01/2016;10;26;40;6;51;500
22/01/2016;11;28;41;6;49;500
22/01/2016;12;29;41;7;49;500
22/01/2016;13;n/d;41;6;53;500
22/01/2016;14;n/d;35;6;55;500
22/01/2016;15;n/d;29;5;56;500
22/01/2016;16;26;30;3;58;500
22/01/2016;17;24;30;2;59;500
22/01/2016;18;20;26;2;60;600
22/01/2016;19;18;21;2;61;600
22/01/2016;20;17;21;2;59;700
22/01/2016;21;20;25;3;52;600
22/01/2016;22;20;28;3;56;500
22/01/2016;23;20;30;3;56;500
22/01/2016;24;17;27;4;56;400
23/01/2016;1;14;28;8;53;300
23/01/2016;2;11;29;26;34;300
23/01/2016;3;11;28;33;25;300
23/01/2016;4;14;25;41;21;300
23/01/2016;5;7;23;39;23;300
23/01/2016;6;6;22;19;44;300
23/01/2016;7;10;23;12;57;400
23/01/2016;8;10;25;10;62;400
23/01/2016;9;11;26;5;65;400
23/01/2016;10;10;25;6;63;400
23/01/2016;11;12;23;9;64;400
23/01/2016;12;14;21;21;58;400
23/01/2016;13;9;16;27;51;300
23/01/2016;14;9;17;30;41;300
23/01/2016;15;9;19;26;46;400
23/01/2016;16;10;18;26;42;300
23/01/2016;17;10;16;22;44;400
23/01/2016;18;12;16;17;52;400
23/01/2016;19;12;20;20;53;400
23/01/2016;20;13;24;25;48;400
23/01/2016;21;13;25;20;52;400
23/01/2016;22;15;27;11;60;400
23/01/2016;23;16;31;10;59;400
23/01/2016;24;20;32;5;62;500
24/01/2016;1;23;36;4;59;500
24/01/2016;2;22;35;n/d;56;500
24/01/2016;3;18;29;8;47;400
24/01/2016;4;14;25;8;46;400
24/01/2016;5;13;24;12;39;400
24/01/2016;6;11;19;11;36;400
24/01/2016;7;12;19;5;41;400
24/01/2016;8;13;21;5;42;400
24/01/2016;9;11;19;4;43;400
24/01/2016;10;13;20;5;40;400
24/01/2016;11;14;23;8;38;400
24/01/2016;12;16;24;10;37;500
24/01/2016;13;18;26;10;39;500
24/01/2016;14;19;26;11;37;400
24/01/2016;15;22;26;8;42;500
24/01/2016;16;24;31;6;46;600
24/01/2016;17;24;30;3;53;600
24/01/2016;18;24;31;2;53;700
24/01/2016;19;22;31;2;58;800
24/01/2016;20;23;34;2;56;600
24/01/2016;21;24;33;2;54;600
24/01/2016;22;23;31;2;55;600
24/01/2016;23;22;30;2;52;600
24/01/2016;24;26;39;2;47;600
25/01/2016;1;26;35;2;49;600
25/01/2016;2;26;38;2;48;600
25/01/2016;3;25;34;2;42;400
25/01/2016;4;21;26;2;38;400
25/01/2016;5;19;22;2;44;400
25/01/2016;6;19;25;2;50;400
25/01/2016;7;17;25;2;52;400
25/01/2016;8;15;24;2;53;400
25/01/2016;9;17;30;4;53;500
25/01/2016;10;20;36;6;59;500
25/01/2016;11;20;39;9;58;500
25/01/2016;12;20;32;14;49;300
25/01/2016;13;15;26;21;39;300
25/01/2016;14;13;24;20;40;300
25/01/2016;15;16;25;13;48;300
25/01/2016;16;16;25;13;46;400
25/01/2016;17;16;24;4;57;400
25/01/2016;18;17;27;2;60;500
25/01/2016;19;17;26;2;63;500
25/01/2016;20;19;28;2;64;600
25/01/2016;21;20;30;4;56;400
25/01/2016;22;20;28;7;50;400
25/01/2016;23;19;26;8;43;300
25/01/2016;24;17;25;3;51;400
26/01/2016;1;17;26;5;43;300
26/01/2016;2;17;27;3;43;500
26/01/2016;3;21;26;2;43;400
26/01/2016;4;18;26;2;42;400
26/01/2016;5;20;25;2;41;400
26/01/2016;6;20;27;2;42;400
26/01/2016;7;23;29;2;47;400
26/01/2016;8;24;32;2;50;500
26/01/2016;9;26;41;3;46;500
26/01/2016;10;22;40;11;44;300
26/01/2016;11;16;27;24;40;300
26/01/2016;12;13;24;33;36;300
26/01/2016;13;14;22;42;29;200
26/01/2016;14;12;23;47;30;200
26/01/2016;15;10;20;47;32;300
26/01/2016;16;8;17;41;39;300
26/01/2016;17;8;15;39;39;300
26/01/2016;18;6;16;32;45;300
26/01/2016;19;8;16;32;45;300
26/01/2016;20;9;17;39;34;300
26/01/2016;21;9;17;41;31;200
26/01/2016;22;10;18;47;24;200
26/01/2016;23;7;17;52;20;200
26/01/2016;24;6;15;55;15;200
27/01/2016;1;5;14;58;12;300
27/01/2016;2;7;13;58;11;200
27/01/2016;3;7;15;61;9;200
27/01/2016;4;6;14;59;11;300
27/01/2016;5;4;14;58;12;300
27/01/2016;6;5;13;46;24;300
27/01/2016;7;5;15;32;42;300
27/01/2016;8;n/d;n/d;21;56;300
27/01/2016;9;n/d;n/d;19;56;400
27/01/2016;10;n/d;n/d;23;44;300
27/01/2016;11;n/d;n/d;25;41;300
27/01/2016;12;n/d;n/d;31;35;300
27/01/2016;13;8;16;32;34;300
27/01/2016;14;7;16;33;36;300
27/01/2016;15;9;15;29;39;300
27/01/2016;16;6;15;30;40;300
27/01/2016;17;5;14;26;43;300
27/01/2016;18;6;13;25;45;300
27/01/2016;19;8;14;25;43;400
27/01/2016;20;10;15;27;36;300
27/01/2016;21;11;18;29;31;300
27/01/2016;22;11;18;35;24;300
27/01/2016;23;11;18;35;21;300
27/01/2016;24;11;16;31;21;300
28/01/2016;1;7;11;56;16;100
28/01/2016;2;1;4;63;15;100
28/01/2016;3;1;4;62;13;100
28/01/2016;4;2;7;55;15;200
28/01/2016;5;2;8;55;15;100
28/01/2016;6;4;11;40;32;200
28/01/2016;7;3;12;33;39;200
28/01/2016;8;3;13;25;51;200
28/01/2016;9;4;18;22;59;300
28/01/2016;10;5;19;26;54;200
28/01/2016;11;7;25;31;49;200
28/01/2016;12;9;24;34;47;200
28/01/2016;13;10;25;26;55;200
28/01/2016;14;12;30;27;57;200
28/01/2016;15;9;27;32;46;200
28/01/2016;16;8;24;20;60;200
28/01/2016;17;11;29;12;69;200
28/01/2016;18;11;25;9;71;300
28/01/2016;19;11;25;7;73;300
28/01/2016;20;12;27;5;76;300
28/01/2016;21;14;30;4;76;400
28/01/2016;22;15;30;5;75;400
28/01/2016;23;16;28;14;62;300
28/01/2016;24;13;25;17;56;300
29/01/2016;1;11;20;27;42;200
29/01/2016;2;8;17;39;29;200
29/01/2016;3;6;13;44;26;200
29/01/2016;4;5;14;49;21;200
29/01/2016;5;5;15;46;21;200
29/01/2016;6;6;20;21;49;200
29/01/2016;7;7;21;12;65;300
29/01/2016;8;8;19;8;75;300
29/01/2016;9;7;20;16;67;300
29/01/2016;10;5;18;21;59;300
29/01/2016;11;7;19;29;52;300
29/01/2016;12;7;18;36;44;200
29/01/2016;13;6;14;42;35;200
29/01/2016;14;6;14;38;39;200
29/01/2016;15;7;15;32;44;300
29/01/2016;16;7;16;30;45;300
29/01/2016;17;6;14;22;52;300
29/01/2016;18;8;17;23;52;300
29/01/2016;19;9;18;25;46;300
29/01/2016;20;10;20;28;41;300
29/01/2016;21;10;19;31;36;300
29/01/2016;22;11;17;37;28;300
29/01/2016;23;8;12;39;25;200
29/01/2016;24;5;9;40;25;200
30/01/2016;1;4;9;46;23;200
30/01/2016;2;2;5;50;22;200
30/01/2016;3;2;6;55;17;200
30/01/2016;4;1;6;58;13;200
30/01/2016;5;3;9;58;13;200
30/01/2016;6;4;10;56;17;200
30/01/2016;7;4;10;57;20;200
30/01/2016;8;3;8;54;23;200
30/01/2016;9;4;10;53;23;200
30/01/2016;10;3;8;53;23;200
30/01/2016;11;4;7;50;24;200
30/01/2016;12;4;7;49;24;200
30/01/2016;13;1;5;43;29;200
30/01/2016;14;5;9;37;45;200
30/01/2016;15;4;7;45;42;200
30/01/2016;16;5;8;53;31;200
30/01/2016;17;4;7;51;29;200
30/01/2016;18;4;7;35;49;200
30/01/2016;19;7;11;28;58;300
30/01/2016;20;9;16;32;55;300
30/01/2016;21;10;16;35;50;300
30/01/2016;22;11;16;39;41;300
30/01/2016;23;10;13;47;31;200
30/01/2016;24;7;11;43;33;200
31/01/2016;1;5;8;43;34;200
31/01/2016;2;4;9;49;29;200
31/01/2016;3;4;6;48;26;200
31/01/2016;4;4;6;45;26;200
31/01/2016;5;1;5;49;23;200
31/01/2016;6;5;10;45;25;300
31/01/2016;7;4;8;43;31;300
31/01/2016;8;2;6;46;30;300
31/01/2016;9;3;6;44;34;300
31/01/2016;10;3;5;40;41;200
31/01/2016;11;0;4;30;47;300
31/01/2016;12;3;8;35;40;300
31/01/2016;13;5;10;40;32;200
31/01/2016;14;6;10;40;29;200
31/01/2016;15;3;6;42;24;200
31/01/2016;16;2;5;35;31;200
31/01/2016;17;3;4;32;36;200
31/01/2016;18;5;8;33;33;200
31/01/2016;19;5;9;34;33;200
31/01/2016;20;6;9;34;35;200
31/01/2016;21;5;7;45;24;200
31/01/2016;22;3;7;48;19;200
31/01/2016;23;3;5;52;16;200
31/01/2016;24;1;3;56;11;200
01/02/2016;1;0;3;64;8;100
01/02/2016;2;2;5;64;8;100
01/02/2016;3;3;8;67;6;100
01/02/2016;4;4;8;65;8;100
01/02/2016;5;5;13;68;9;100
01/02/2016;6;6;17;55;24;100
01/02/2016;7;6;16;37;45;200
01/02/2016;8;8;21;24;61;300
01/02/2016;9;9;24;24;60;300
01/02/2016;10;8;21;25;56;200
01/02/2016;11;9;25;33;45;200
01/02/2016;12;9;28;46;34;200
01/02/2016;13;8;20;47;33;200
01/02/2016;14;8;21;51;30;200
01/02/2016;15;7;14;43;37;200
01/02/2016;16;6;14;41;39;200
01/02/2016;17;5;13;35;44;200
01/02/2016;18;5;11;27;51;300
01/02/2016;19;8;11;28;53;300
01/02/2016;20;10;15;37;45;300
01/02/2016;21;9;15;44;33;200
01/02/2016;22;6;15;49;28;200
01/02/2016;23;5;14;55;23;200
01/02/2016;24;5;14;55;20;200
02/02/2016;1;5;13;57;15;200
02/02/2016;2;4;12;57;15;200
02/02/2016;3;4;13;57;14;200
02/02/2016;4;3;11;56;14;200
02/02/2016;5;3;9;53;17;200
02/02/2016;6;4;7;47;26;200
02/02/2016;7;4;9;34;44;200
02/02/2016;8;4;7;27;53;300
02/02/2016;9;4;9;25;54;300
02/02/2016;10;4;11;36;43;200
02/02/2016;11;4;11;40;37;200
02/02/2016;12;5;10;40;38;200
02/02/2016;13;6;12;40;35;300
02/02/2016;14;7;13;40;35;300
02/02/2016;15;4;10;49;32;200
02/02/2016;16;3;8;46;39;200
02/02/2016;17;2;6;39;46;200
02/02/2016;18;5;9;34;54;300
02/02/2016;19;7;13;26;58;300
02/02/2016;20;7;14;24;60;300
02/02/2016;21;9;15;29;49;300
02/02/2016;22;9;17;36;38;200
02/02/2016;23;9;16;38;34;200
02/02/2016;24;7;17;43;30;200
03/02/2016;1;6;17;49;23;200
03/02/2016;2;5;15;56;16;200
03/02/2016;3;5;13;58;13;100
03/02/2016;4;3;12;62;12;100
03/02/2016;5;2;9;59;16;100
03/02/2016;6;3;9;43;29;200
03/02/2016;7;3;10;34;43;200
03/02/2016;8;4;11;31;49;200
03/02/2016;9;5;13;24;61;300
03/02/2016;10;5;17;33;47;200
03/02/2016;11;7;18;48;37;200
03/02/2016;12;7;19;55;30;100
03/02/2016;13;6;18;57;30;100
03/02/2016;14;5;19;61;26;100
03/02/2016;15;5;18;54;30;100
03/02/2016;16;5;15;45;36;200
03/02/2016;17;5;11;41;41;200
03/02/2016;18;5;11;33;46;200
03/02/2016;19;7;13;29;48;200
03/02/2016;20;9;16;24;53;300
03/02/2016;21;11;19;33;43;200
03/02/2016;22;11;21;33;36;200
03/02/2016;23;8;19;33;35;200
03/02/2016;24;8;19;32;34;200
04/02/2016;1;7;16;33;31;200
04/02/2016;2;6;14;43;20;200
04/02/2016;3;4;13;41;20;200
04/02/2016;4;3;13;41;20;200
04/02/2016;5;3;14;41;22;200
04/02/2016;6;2;15;31;34;200
04/02/2016;7;3;16;23;47;200
04/02/2016;8;6;19;16;59;300
04/02/2016;9;6;20;17;62;400
04/02/2016;10;7;22;15;62;300
04/02/2016;11;9;20;25;52;300
04/02/2016;12;7;14;30;43;300
04/02/2016;13;7;11;27;45;300
04/02/2016;14;8;13;25;43;300
04/02/2016;15;6;11;21;50;300
04/02/2016;16;n/d;11;28;48;300
04/02/2016;17;n/d;10;27;50;300
04/02/2016;18;n/d;11;22;55;400
04/02/2016;19;n/d;17;23;55;400
04/02/2016;20;n/d;19;19;58;400
04/02/2016;21;12;20;21;56;400
04/02/2016;22;13;21;28;47;300
04/02/2016;23;10;17;30;43;300
04/02/2016;24;7;13;38;32;300
05/02/2016;1;5;12;34;33;200
05/02/2016;2;6;12;38;29;200
05/02/2016;3;4;8;44;19;200
05/02/2016;4;4;7;45;18;200
05/02/2016;5;4;9;43;18;200
05/02/2016;6;4;10;27;38;300
05/02/2016;7;4;8;11;60;300
05/02/2016;8;4;9;7;67;400
05/02/2016;9;6;15;9;66;500
05/02/2016;10;7;16;9;63;400
05/02/2016;11;9;17;13;54;400
05/02/2016;12;10;16;20;48;400
05/02/2016;13;7;12;40;34;300
05/02/2016;14;5;10;38;36;300
05/02/2016;15;5;9;33;42;300
05/02/2016;16;3;7;37;38;300
05/02/2016;17;5;9;35;40;300
05/02/2016;18;5;10;34;39;300
05/02/2016;19;6;11;27;47;400
05/02/2016;20;9;14;14;66;400
05/02/2016;21;13;18;4;74;400
05/02/2016;22;14;22;7;62;400
05/02/2016;23;13;20;14;51;300
05/02/2016;24;12;18;11;49;300
06/02/2016;1;12;18;13;43;300
06/02/2016;2;10;16;21;30;300
06/02/2016;3;9;14;19;29;400
06/02/2016;4;13;13;20;31;300
06/02/2016;5;11;15;25;25;400
06/02/2016;6;9;15;27;30;300
06/02/2016;7;10;16;35;26;300
06/02/2016;8;9;18;27;37;300
06/02/2016;9;10;19;29;38;300
06/02/2016;10;8;19;43;34;300
06/02/2016;11;8;21;47;31;300
06/02/2016;12;9;20;54;27;300
06/02/2016;13;11;21;57;25;300
06/02/2016;14;12;17;61;24;300
06/02/2016;15;8;15;57;27;300
06/02/2016;16;8;12;55;32;300
06/02/2016;17;8;12;41;48;300
06/02/2016;18;9;14;31;57;400
06/02/2016;19;10;12;35;50;300
06/02/2016;20;9;17;40;46;300
06/02/2016;21;9;16;45;35;300
06/02/2016;22;9;16;53;29;200
06/02/2016;23;7;12;60;21;200
06/02/2016;24;6;10;62;19;200
07/02/2016;1;6;11;62;18;200
07/02/2016;2;4;10;65;14;200
07/02/2016;3;3;9;68;16;200
07/02/2016;4;4;7;73;18;200
07/02/2016;5;3;3;71;14;200
07/02/2016;6;3;5;67;12;200
07/02/2016;7;3;8;62;17;200
07/02/2016;8;2;11;52;26;200
07/02/2016;9;3;12;51;25;200
07/02/2016;10;5;12;56;21;200
07/02/2016;11;5;13;59;17;200
07/02/2016;12;6;16;62;15;200
07/02/2016;13;5;13;62;18;200
07/02/2016;14;5;15;62;17;200
07/02/2016;15;5;14;60;21;200
07/02/2016;16;4;15;56;26;200
07/02/2016;17;5;13;41;40;300
07/02/2016;18;6;15;42;40;300
07/02/2016;19;7;13;44;36;300
07/02/2016;20;6;13;50;30;300
07/02/2016;21;6;14;56;21;200
07/02/2016;22;4;12;62;15;200
07/02/2016;23;5;10;67;11;200
07/02/2016;24;2;10;70;8;200
08/02/2016;1;2;8;69;7;200
08/02/2016;2;0;5;68;6;200
08/02/2016;3;n/d;4;70;6;200
08/02/2016;4;1;4;71;6;200
08/02/2016;5;1;7;72;7;200
08/02/2016;6;1;6;64;19;200
08/02/2016;7;6;13;55;28;200
08/02/2016;8;8;16;45;43;200
08/02/2016;9;11;23;48;38;200
08/02/2016;10;9;30;59;32;200
08/02/2016;11;9;23;58;29;200
08/02/2016;12;9;21;65;24;200
08/02/2016;13;8;n/d;67;21;200
08/02/2016;14;9;n/d;64;26;200
08/02/2016;15;5;16;57;28;200
08/02/2016;16;7;12;57;31;200
08/02/2016;17;7;12;61;27;200
08/02/2016;18;4;10;53;35;200
08/02/2016;19;3;14;48;38;200
08/02/2016;20;9;24;49;37;200
08/02/2016;21;9;17;56;27;200
08/02/2016;22;10;18;60;21;200
08/02/2016;23;11;20;57;24;200
08/02/2016;24;10;27;58;21;200
09/02/2016;1;9;26;60;17;300
09/02/2016;2;7;19;66;11;200
09/02/2016;3;5;18;68;11;300
09/02/2016;4;5;10;67;10;300
09/02/2016;5;3;12;66;12;300
09/02/2016;6;4;12;43;37;300
09/02/2016;7;4;11;29;54;300
09/02/2016;8;4;5;39;45;300
09/02/2016;9;n/d;10;53;31;300
09/02/2016;10;1;7;49;33;300
09/02/2016;11;2;8;53;29;300
09/02/2016;12;2;13;57;26;300
09/02/2016;13;5;8;60;24;300
09/02/2016;14;2;9;65;24;200
09/02/2016;15;3;6;65;30;200
09/02/2016;16;3;7;49;47;300
09/02/2016;17;3;7;44;51;300
09/02/2016;18;3;8;38;56;300
09/02/2016;19;4;7;41;55;400
09/02/2016;20;6;9;37;56;300
09/02/2016;21;5;9;45;43;300
09/02/2016;22;5;7;55;24;200
09/02/2016;23;2;6;58;23;200
09/02/2016;24;2;4;62;22;200
10/02/2016;1;1;3;67;15;200
10/02/2016;2;2;2;70;11;200
10/02/2016;3;0;4;68;10;200
10/02/2016;4;2;5;67;11;200
10/02/2016;5;3;5;66;12;200
10/02/2016;6;3;12;56;24;200
10/02/2016;7;2;12;38;46;200
10/02/2016;8;4;12;29;55;200
10/02/2016;9;3;19;32;55;300
10/02/2016;10;5;18;40;43;200
10/02/2016;11;7;20;47;38;200
10/02/2016;12;8;18;53;33;200
10/02/2016;13;n/d;n/d;n/d;n/d;n/d
10/02/2016;14;n/d;n/d;n/d;n/d;n/d
10/02/2016;15;n/d;n/d;n/d;31;200
10/02/2016;16;5;n/d;50;34;200
10/02/2016;17;5;n/d;41;44;200
10/02/2016;18;4;10;35;52;300
10/02/2016;19;5;10;34;52;300
10/02/2016;20;8;11;36;49;300
10/02/2016;21;8;13;47;37;200
10/02/2016;22;8;13;54;26;200
10/02/2016;23;6;11;49;29;200
10/02/2016;24;5;9;52;27;200
11/02/2016;1;4;8;57;18;200
11/02/2016;2;5;8;57;17;200
11/02/2016;3;4;7;56;17;200
11/02/2016;4;3;8;51;22;200
11/02/2016;5;3;10;44;27;300
11/02/2016;6;4;11;18;52;300
11/02/2016;7;8;13;5;66;400
11/02/2016;8;10;17;4;71;400
11/02/2016;9;11;19;7;73;400
11/02/2016;10;14;24;11;64;400
11/02/2016;11;15;25;24;53;400
11/02/2016;12;12;24;39;46;300
11/02/2016;13;9;16;49;36;300
11/02/2016;14;8;17;45;41;200
11/02/2016;15;9;18;39;47;300
11/02/2016;16;8;15;43;44;300
11/02/2016;17;8;12;33;53;400
11/02/2016;18;9;12;26;63;400
11/02/2016;19;10;16;9;80;500
11/02/2016;20;12;21;8;78;500
11/02/2016;21;14;23;17;62;400
11/02/2016;22;13;20;34;40;300
11/02/2016;23;11;15;36;38;300
11/02/2016;24;10;12;38;34;300
12/02/2016;1;12;13;40;30;300
12/02/2016;2;12;13;44;22;300
12/02/2016;3;9;12;47;18;300
12/02/2016;4;8;12;45;19;200
12/02/2016;5;10;11;41;23;200
12/02/2016;6;8;12;22;44;300
12/02/2016;7;8;14;11;61;300
12/02/2016;8;8;15;15;55;300
12/02/2016;9;10;12;17;54;300
12/02/2016;10;9;14;30;40;300
12/02/2016;11;10;15;37;33;300
